FeatureSet,Feature,Source
index_expiry_exvin,TickerBeta20ExVin_Lag1,index_expiry_exvin
index_expiry_exvin,TickerBeta20ExVin_Lag2,index_expiry_exvin
index_expiry_exvin,TickerBeta20ExVin_Lag3,index_expiry_exvin
engineered_all,TickerGapPct,baseline_ohlc
engineered_all,TickerBodyPct,baseline_ohlc
engineered_all,TickerRangePct,baseline_ohlc
engineered_all,TickerUpperWickPct,baseline_ohlc
engineered_all,TickerLowerWickPct,baseline_ohlc
engineered_all,TickerRet1Pct,baseline_ohlc
engineered_all,TickerRet5Pct,baseline_ohlc
engineered_all,TickerRet20Pct,baseline_ohlc
engineered_all,TickerDistSMA20Pct,baseline_ohlc
engineered_all,TickerDistSMA50Pct,baseline_ohlc
engineered_all,TickerRangePos20,baseline_ohlc
engineered_all,TickerRangePos60,baseline_ohlc
engineered_all,TickerVolRatio20,baseline_ohlc
engineered_all,TickerVolatility10,baseline_ohlc
engineered_all,TickerColorStreakState,baseline_ohlc
engineered_all,TickerLimitProxyState,baseline_ohlc
engineered_all,TickerShockState1D,baseline_ohlc
engineered_all,TickerImpulseState3D,baseline_ohlc
engineered_all,TickerWideRangeState,baseline_ohlc
engineered_all,TickerTrendRegimeState,baseline_ohlc
engineered_all,TickerCompressionState,baseline_ohlc
engineered_all,TickerReclaimState,baseline_ohlc
engineered_all,TickerRelativeRotationState,baseline_ohlc
engineered_all,TickerExhaustionState,baseline_ohlc
engineered_all,TickerDistPriorHigh20Pct,baseline_ohlc
engineered_all,TickerGapToPriorHigh20Pct,baseline_ohlc
engineered_all,TickerBreakoutHigh20State,baseline_ohlc
engineered_all,TickerBreakoutClose20State,baseline_ohlc
engineered_all,TickerBreakoutHigh20Age,baseline_ohlc
engineered_all,TickerDistPriorHigh60Pct,baseline_ohlc
engineered_all,TickerGapToPriorHigh60Pct,baseline_ohlc
engineered_all,TickerBreakoutHigh60State,baseline_ohlc
engineered_all,TickerBreakoutClose60State,baseline_ohlc
engineered_all,TickerBreakoutHigh60Age,baseline_ohlc
engineered_all,TickerDistPriorHigh120Pct,baseline_ohlc
engineered_all,TickerGapToPriorHigh120Pct,baseline_ohlc
engineered_all,TickerBreakoutHigh120State,baseline_ohlc
engineered_all,TickerBreakoutClose120State,baseline_ohlc
engineered_all,TickerBreakoutHigh120Age,baseline_ohlc
engineered_all,TickerDistPriorHigh252Pct,baseline_ohlc
engineered_all,TickerGapToPriorHigh252Pct,baseline_ohlc
engineered_all,TickerBreakoutHigh252State,baseline_ohlc
engineered_all,TickerBreakoutClose252State,baseline_ohlc
engineered_all,TickerBreakoutHigh252Age,baseline_ohlc
engineered_all,TickerWeekToDateRetPct,baseline_ohlc
engineered_all,TickerWeekToDateRangePct,baseline_ohlc
engineered_all,TickerWeekToDateVolumePctPrevWeek,baseline_ohlc
engineered_all,TickerDistPrevWeekHighPct,baseline_ohlc
engineered_all,TickerDistPrevWeekLowPct,baseline_ohlc
engineered_all,TickerPrevWeekRetPct,baseline_ohlc
engineered_all,TickerPrevWeekRangePct,baseline_ohlc
engineered_all,TickerPrevWeekVolRatio4,baseline_ohlc
engineered_all,Rel5Pct,baseline_ohlc
engineered_all,Rel20Pct,baseline_ohlc
engineered_all,Rel5PctVsVN30,baseline_ohlc
engineered_all,RelWeekToDateRetPct,baseline_ohlc
engineered_all,RelPrevWeekRetPct,baseline_ohlc
engineered_all,Corr20,baseline_ohlc
engineered_all,Beta20,baseline_ohlc
engineered_all,IndexGapPct,baseline_ohlc
engineered_all,IndexBodyPct,baseline_ohlc
engineered_all,IndexRangePct,baseline_ohlc
engineered_all,IndexRet1Pct,baseline_ohlc
engineered_all,IndexRet5Pct,baseline_ohlc
engineered_all,IndexRet20Pct,baseline_ohlc
engineered_all,IndexDistSMA20Pct,baseline_ohlc
engineered_all,IndexDistSMA50Pct,baseline_ohlc
engineered_all,IndexRangePos20,baseline_ohlc
engineered_all,IndexRangePos60,baseline_ohlc
engineered_all,IndexVolRatio20,baseline_ohlc
engineered_all,IndexVolatility10,baseline_ohlc
engineered_all,IndexColorStreakState,baseline_ohlc
engineered_all,IndexWeekToDateRetPct,baseline_ohlc
engineered_all,IndexWeekToDateRangePct,baseline_ohlc
engineered_all,IndexWeekToDateVolumePctPrevWeek,baseline_ohlc
engineered_all,IndexDistPrevWeekHighPct,baseline_ohlc
engineered_all,IndexDistPrevWeekLowPct,baseline_ohlc
engineered_all,IndexPrevWeekRetPct,baseline_ohlc
engineered_all,IndexPrevWeekRangePct,baseline_ohlc
engineered_all,IndexPrevWeekVolRatio4,baseline_ohlc
engineered_all,VN30Ret1Pct,baseline_ohlc
engineered_all,VN30Ret5Pct,baseline_ohlc
engineered_all,VN30Ret20Pct,baseline_ohlc
engineered_all,VN30DistSMA20Pct,baseline_ohlc
engineered_all,VN30RangePos20,baseline_ohlc
engineered_all,VN30VolRatio20,baseline_ohlc
engineered_all,VN30ColorStreakState,baseline_ohlc
engineered_all,Corr20VN30,baseline_ohlc
engineered_all,Beta20VN30,baseline_ohlc
engineered_all,TickerRet1Pct_Lag1,baseline_ohlc
engineered_all,TickerRet1Pct_Lag2,baseline_ohlc
engineered_all,TickerRet1Pct_Lag3,baseline_ohlc
engineered_all,TickerRangePct_Lag1,baseline_ohlc
engineered_all,TickerRangePct_Lag2,baseline_ohlc
engineered_all,TickerRangePct_Lag3,baseline_ohlc
engineered_all,TickerVolRatio20_Lag1,baseline_ohlc
engineered_all,TickerVolRatio20_Lag2,baseline_ohlc
engineered_all,TickerVolRatio20_Lag3,baseline_ohlc
engineered_all,TickerColorStreakState_Lag1,baseline_ohlc
engineered_all,TickerColorStreakState_Lag2,baseline_ohlc
engineered_all,TickerColorStreakState_Lag3,baseline_ohlc
engineered_all,TickerLimitProxyState_Lag1,baseline_ohlc
engineered_all,TickerLimitProxyState_Lag2,baseline_ohlc
engineered_all,TickerLimitProxyState_Lag3,baseline_ohlc
engineered_all,TickerShockState1D_Lag1,baseline_ohlc
engineered_all,TickerShockState1D_Lag2,baseline_ohlc
engineered_all,TickerShockState1D_Lag3,baseline_ohlc
engineered_all,TickerImpulseState3D_Lag1,baseline_ohlc
engineered_all,TickerImpulseState3D_Lag2,baseline_ohlc
engineered_all,TickerImpulseState3D_Lag3,baseline_ohlc
engineered_all,TickerWideRangeState_Lag1,baseline_ohlc
engineered_all,TickerWideRangeState_Lag2,baseline_ohlc
engineered_all,TickerWideRangeState_Lag3,baseline_ohlc
engineered_all,TickerTrendRegimeState_Lag1,baseline_ohlc
engineered_all,TickerTrendRegimeState_Lag2,baseline_ohlc
engineered_all,TickerTrendRegimeState_Lag3,baseline_ohlc
engineered_all,TickerCompressionState_Lag1,baseline_ohlc
engineered_all,TickerCompressionState_Lag2,baseline_ohlc
engineered_all,TickerCompressionState_Lag3,baseline_ohlc
engineered_all,TickerReclaimState_Lag1,baseline_ohlc
engineered_all,TickerReclaimState_Lag2,baseline_ohlc
engineered_all,TickerReclaimState_Lag3,baseline_ohlc
engineered_all,TickerRelativeRotationState_Lag1,baseline_ohlc
engineered_all,TickerRelativeRotationState_Lag2,baseline_ohlc
engineered_all,TickerRelativeRotationState_Lag3,baseline_ohlc
engineered_all,TickerExhaustionState_Lag1,baseline_ohlc
engineered_all,TickerExhaustionState_Lag2,baseline_ohlc
engineered_all,TickerExhaustionState_Lag3,baseline_ohlc
engineered_all,TickerBreakoutHigh20State_Lag1,baseline_ohlc
engineered_all,TickerBreakoutHigh20State_Lag2,baseline_ohlc
engineered_all,TickerBreakoutHigh20State_Lag3,baseline_ohlc
engineered_all,TickerBreakoutHigh60State_Lag1,baseline_ohlc
engineered_all,TickerBreakoutHigh60State_Lag2,baseline_ohlc
engineered_all,TickerBreakoutHigh60State_Lag3,baseline_ohlc
engineered_all,TickerBreakoutHigh120State_Lag1,baseline_ohlc
engineered_all,TickerBreakoutHigh120State_Lag2,baseline_ohlc
engineered_all,TickerBreakoutHigh120State_Lag3,baseline_ohlc
engineered_all,TickerBreakoutHigh252State_Lag1,baseline_ohlc
engineered_all,TickerBreakoutHigh252State_Lag2,baseline_ohlc
engineered_all,TickerBreakoutHigh252State_Lag3,baseline_ohlc
engineered_all,Rel5Pct_Lag1,baseline_ohlc
engineered_all,Rel5Pct_Lag2,baseline_ohlc
engineered_all,Rel5Pct_Lag3,baseline_ohlc
engineered_all,Rel5PctVsVN30_Lag1,baseline_ohlc
engineered_all,Rel5PctVsVN30_Lag2,baseline_ohlc
engineered_all,Rel5PctVsVN30_Lag3,baseline_ohlc
engineered_all,IndexRet1Pct_Lag1,baseline_ohlc
engineered_all,IndexRet1Pct_Lag2,baseline_ohlc
engineered_all,IndexRet1Pct_Lag3,baseline_ohlc
engineered_all,IndexRangePct_Lag1,baseline_ohlc
engineered_all,IndexRangePct_Lag2,baseline_ohlc
engineered_all,IndexRangePct_Lag3,baseline_ohlc
engineered_all,IndexColorStreakState_Lag1,baseline_ohlc
engineered_all,IndexColorStreakState_Lag2,baseline_ohlc
engineered_all,IndexColorStreakState_Lag3,baseline_ohlc
engineered_all,VN30Ret1Pct_Lag1,baseline_ohlc
engineered_all,VN30Ret1Pct_Lag2,baseline_ohlc
engineered_all,VN30Ret1Pct_Lag3,baseline_ohlc
engineered_all,VN30ColorStreakState_Lag1,baseline_ohlc
engineered_all,VN30ColorStreakState_Lag2,baseline_ohlc
engineered_all,VN30ColorStreakState_Lag3,baseline_ohlc
engineered_all,DerivExpiryDay,index_expiry_exvin
engineered_all,DerivPreExpiry3Sessions,index_expiry_exvin
engineered_all,DerivPostExpiry3Sessions,index_expiry_exvin
engineered_all,DerivExpiryWeek,index_expiry_exvin
engineered_all,DerivDaysToExpiry,index_expiry_exvin
engineered_all,DerivDaysFromExpiry,index_expiry_exvin
engineered_all,DerivExpiryCyclePos,index_expiry_exvin
engineered_all,ExVinRet1Pct,index_expiry_exvin
engineered_all,ExVinRet5Pct,index_expiry_exvin
engineered_all,ExVinRet20Pct,index_expiry_exvin
engineered_all,ExVinRangePos20,index_expiry_exvin
engineered_all,ExVinRangePos60,index_expiry_exvin
engineered_all,ExVinVolatility10,index_expiry_exvin
engineered_all,VinBasketRet1Pct,index_expiry_exvin
engineered_all,VinBasketRet5Pct,index_expiry_exvin
engineered_all,VinBasketRet20Pct,index_expiry_exvin
engineered_all,VinBasketRangePos20,index_expiry_exvin
engineered_all,VNIndexRet1MinusExVinRet1Pct,index_expiry_exvin
engineered_all,VNIndexRet5MinusExVinRet5Pct,index_expiry_exvin
engineered_all,VNIndexRet20MinusExVinRet20Pct,index_expiry_exvin
engineered_all,TickerRet1MinusExVinRet1Pct,index_expiry_exvin
engineered_all,TickerRet5MinusExVinRet5Pct,index_expiry_exvin
engineered_all,TickerCorr20ExVin,index_expiry_exvin
engineered_all,TickerBeta20ExVin,index_expiry_exvin
engineered_all,DerivExpiryDay_Lag1,index_expiry_exvin
engineered_all,DerivExpiryDay_Lag2,index_expiry_exvin
engineered_all,DerivExpiryDay_Lag3,index_expiry_exvin
engineered_all,DerivPreExpiry3Sessions_Lag1,index_expiry_exvin
engineered_all,DerivPreExpiry3Sessions_Lag2,index_expiry_exvin
engineered_all,DerivPreExpiry3Sessions_Lag3,index_expiry_exvin
engineered_all,DerivPostExpiry3Sessions_Lag1,index_expiry_exvin
engineered_all,DerivPostExpiry3Sessions_Lag2,index_expiry_exvin
engineered_all,DerivPostExpiry3Sessions_Lag3,index_expiry_exvin
engineered_all,DerivExpiryWeek_Lag1,index_expiry_exvin
engineered_all,DerivExpiryWeek_Lag2,index_expiry_exvin
engineered_all,DerivExpiryWeek_Lag3,index_expiry_exvin
engineered_all,DerivDaysToExpiry_Lag1,index_expiry_exvin
engineered_all,DerivDaysToExpiry_Lag2,index_expiry_exvin
engineered_all,DerivDaysToExpiry_Lag3,index_expiry_exvin
engineered_all,DerivDaysFromExpiry_Lag1,index_expiry_exvin
engineered_all,DerivDaysFromExpiry_Lag2,index_expiry_exvin
engineered_all,DerivDaysFromExpiry_Lag3,index_expiry_exvin
engineered_all,DerivExpiryCyclePos_Lag1,index_expiry_exvin
engineered_all,DerivExpiryCyclePos_Lag2,index_expiry_exvin
engineered_all,DerivExpiryCyclePos_Lag3,index_expiry_exvin
engineered_all,ExVinRet1Pct_Lag1,index_expiry_exvin
engineered_all,ExVinRet1Pct_Lag2,index_expiry_exvin
engineered_all,ExVinRet1Pct_Lag3,index_expiry_exvin
engineered_all,ExVinRet5Pct_Lag1,index_expiry_exvin
engineered_all,ExVinRet5Pct_Lag2,index_expiry_exvin
engineered_all,ExVinRet5Pct_Lag3,index_expiry_exvin
engineered_all,ExVinRet20Pct_Lag1,index_expiry_exvin
engineered_all,ExVinRet20Pct_Lag2,index_expiry_exvin
engineered_all,ExVinRet20Pct_Lag3,index_expiry_exvin
engineered_all,ExVinRangePos20_Lag1,index_expiry_exvin
engineered_all,ExVinRangePos20_Lag2,index_expiry_exvin
engineered_all,ExVinRangePos20_Lag3,index_expiry_exvin
engineered_all,ExVinRangePos60_Lag1,index_expiry_exvin
engineered_all,ExVinRangePos60_Lag2,index_expiry_exvin
engineered_all,ExVinRangePos60_Lag3,index_expiry_exvin
engineered_all,ExVinVolatility10_Lag1,index_expiry_exvin
engineered_all,ExVinVolatility10_Lag2,index_expiry_exvin
engineered_all,ExVinVolatility10_Lag3,index_expiry_exvin
engineered_all,VinBasketRet1Pct_Lag1,index_expiry_exvin
engineered_all,VinBasketRet1Pct_Lag2,index_expiry_exvin
engineered_all,VinBasketRet1Pct_Lag3,index_expiry_exvin
engineered_all,VinBasketRet5Pct_Lag1,index_expiry_exvin
engineered_all,VinBasketRet5Pct_Lag2,index_expiry_exvin
engineered_all,VinBasketRet5Pct_Lag3,index_expiry_exvin
engineered_all,VinBasketRet20Pct_Lag1,index_expiry_exvin
engineered_all,VinBasketRet20Pct_Lag2,index_expiry_exvin
engineered_all,VinBasketRet20Pct_Lag3,index_expiry_exvin
engineered_all,VinBasketRangePos20_Lag1,index_expiry_exvin
engineered_all,VinBasketRangePos20_Lag2,index_expiry_exvin
engineered_all,VinBasketRangePos20_Lag3,index_expiry_exvin
engineered_all,VNIndexRet1MinusExVinRet1Pct_Lag1,index_expiry_exvin
engineered_all,VNIndexRet1MinusExVinRet1Pct_Lag2,index_expiry_exvin
engineered_all,VNIndexRet1MinusExVinRet1Pct_Lag3,index_expiry_exvin
engineered_all,VNIndexRet5MinusExVinRet5Pct_Lag1,index_expiry_exvin
engineered_all,VNIndexRet5MinusExVinRet5Pct_Lag2,index_expiry_exvin
engineered_all,VNIndexRet5MinusExVinRet5Pct_Lag3,index_expiry_exvin
engineered_all,VNIndexRet20MinusExVinRet20Pct_Lag1,index_expiry_exvin
engineered_all,VNIndexRet20MinusExVinRet20Pct_Lag2,index_expiry_exvin
engineered_all,VNIndexRet20MinusExVinRet20Pct_Lag3,index_expiry_exvin
engineered_all,TickerRet1MinusExVinRet1Pct_Lag1,index_expiry_exvin
engineered_all,TickerRet1MinusExVinRet1Pct_Lag2,index_expiry_exvin
engineered_all,TickerRet1MinusExVinRet1Pct_Lag3,index_expiry_exvin
engineered_all,TickerRet5MinusExVinRet5Pct_Lag1,index_expiry_exvin
engineered_all,TickerRet5MinusExVinRet5Pct_Lag2,index_expiry_exvin
engineered_all,TickerRet5MinusExVinRet5Pct_Lag3,index_expiry_exvin
engineered_all,TickerCorr20ExVin_Lag1,index_expiry_exvin
engineered_all,TickerCorr20ExVin_Lag2,index_expiry_exvin
engineered_all,TickerCorr20ExVin_Lag3,index_expiry_exvin
engineered_all,TickerBeta20ExVin_Lag1,index_expiry_exvin
engineered_all,TickerBeta20ExVin_Lag2,index_expiry_exvin
engineered_all,TickerBeta20ExVin_Lag3,index_expiry_exvin
engineered_all,TickerRetStackMeanPct,engineered
engineered_all,TickerRetStackAbsMaxPct,engineered
engineered_all,TickerVsIndexRet5Pct,engineered
engineered_all,TickerVsIndexRet20Pct,engineered
engineered_all,TickerVsVN30Ret5Pct,engineered
engineered_all,TickerBreakoutStateCount,engineered
engineered_all,TickerRiskStateComposite,engineered
engineered_all,TickerDistSMA20PerVol10,engineered
engineered_all,TickerDistSMA50PerVol10,engineered
engineered_all,TickerRet20VolumePressure,engineered
engineered_all,TickerRangeVolumePressure,engineered
engineered_all,TickerWickImbalancePct,engineered
engineered_all,TickerRangePosSpread20v60,engineered
engineered_all,TickerPriorHighPressure20,engineered
engineered_all,TickerPriorHighPressure60,engineered
engineered_all,TickerPriorHighPressure120,engineered
engineered_all,TickerPriorHighPressure252,engineered
