t,open,high,low,close,volume,date_vn
1785122520,1841.5,1841.6,1840.63,1841.05,216264,2026-07-27
1785122580,1841.57,1841.57,1840.76,1840.77,402590,2026-07-27
1785122640,1841.21,1841.39,1840.47,1841.39,461242,2026-07-27
1785122700,1841.48,1841.48,1840.68,1840.94,262133,2026-07-27
1785122760,1840.94,1841.21,1838.9,1839.74,314408,2026-07-27
1785122820,1839.67,1839.86,1838.82,1838.82,414404,2026-07-27
1785122880,1839.41,1839.41,1837.72,1837.75,492560,2026-07-27
1785122940,1838.45,1838.45,1837.21,1837.21,196376,2026-07-27
1785123000,1837.61,1838.14,1836.89,1837.4,893900,2026-07-27
1785123060,1837.91,1838.39,1836.6,1836.9,227183,2026-07-27
1785123120,1837.46,1837.68,1836.02,1836.2,396550,2026-07-27
1785123180,1836.28,1836.61,1835.68,1836.45,496773,2026-07-27
1785123240,1836.1,1836.87,1836.03,1836.67,395281,2026-07-27
1785123300,1836.6,1836.68,1835.57,1836.41,246462,2026-07-27
1785123360,1836.54,1837.16,1836.27,1837.02,276681,2026-07-27
1785123420,1837.04,1837.28,1836.51,1837.28,1913283,2026-07-27
1785123480,1837.21,1837.21,1835.69,1835.76,495993,2026-07-27
1785123540,1835.96,1836.42,1835.64,1835.72,512790,2026-07-27
1785123600,1836.12,1836.16,1835.14,1835.54,416172,2026-07-27
1785123660,1834.99,1835.13,1834.52,1834.8,228351,2026-07-27
1785123720,1834.89,1834.89,1833.53,1833.92,473635,2026-07-27
1785123780,1833.99,1835.18,1833.92,1835.07,344757,2026-07-27
1785123840,1835.1,1835.1,1834.44,1834.58,397038,2026-07-27
1785123900,1834.93,1834.93,1833.95,1833.95,291150,2026-07-27
1785123960,1833.97,1833.97,1832.75,1832.75,427134,2026-07-27
1785124020,1832.75,1833.19,1832.32,1833.19,229076,2026-07-27
1785124080,1833.15,1833.15,1832.18,1832.45,418499,2026-07-27
1785124140,1832.29,1832.43,1831.24,1831.68,266154,2026-07-27
1785124200,1831.35,1831.82,1830.4,1830.82,250037,2026-07-27
1785124260,1830.82,1831.07,1830.04,1830.48,1014875,2026-07-27
1785124320,1830.51,1830.65,1830.26,1830.5,466138,2026-07-27
1785124380,1830.22,1830.53,1829.65,1830.07,457256,2026-07-27
1785124440,1829.96,1830.28,1828.82,1829.41,335754,2026-07-27
1785124500,1829.09,1829.26,1828.41,1828.44,686029,2026-07-27
1785124560,1828.44,1828.65,1828.18,1828.21,311946,2026-07-27
1785124620,1828.13,1831.06,1828.13,1829.78,277945,2026-07-27
1785124680,1829.54,1830.88,1829.24,1829.24,432303,2026-07-27
1785124740,1829.2,1829.58,1828.69,1828.69,545250,2026-07-27
1785124800,1828.49,1829.21,1828.49,1829.21,287908,2026-07-27
1785124860,1828.94,1830.1,1828.94,1829.55,458951,2026-07-27
1785124920,1829.49,1829.49,1827.75,1828.07,436331,2026-07-27
1785124980,1828.49,1828.68,1827.89,1828.57,239644,2026-07-27
1785125040,1828.08,1828.38,1827.96,1828.21,467485,2026-07-27
1785125100,1827.97,1828.56,1827.97,1828.18,447715,2026-07-27
1785125160,1828.72,1829.85,1828.3,1828.3,282826,2026-07-27
1785125220,1828.44,1828.74,1827.77,1828.74,639503,2026-07-27
1785125280,1828.35,1828.81,1828.21,1828.48,471054,2026-07-27
1785125340,1829.23,1829.95,1828.74,1829.95,465293,2026-07-27
1785125400,1829.85,1830.84,1829.51,1830.37,254845,2026-07-27
1785125460,1830.13,1832.5,1830.13,1831.27,702995,2026-07-27
1785125520,1831.45,1831.67,1830.84,1831.37,441198,2026-07-27
1785125580,1830.72,1831.53,1830.66,1831.03,302426,2026-07-27
1785125640,1830.99,1831.43,1830.69,1830.86,174039,2026-07-27
1785125700,1830.93,1831.09,1830.48,1830.67,170422,2026-07-27
1785125760,1830.77,1831.21,1830.61,1830.73,231446,2026-07-27
1785125820,1830.83,1831.34,1830.64,1830.77,261267,2026-07-27
1785125880,1830.53,1831.15,1830.33,1830.33,281260,2026-07-27
1785125940,1830.33,1831.59,1830.33,1831.06,198681,2026-07-27
1785126000,1830.82,1831.27,1830.47,1830.47,204890,2026-07-27
1785126060,1830.79,1830.91,1829.55,1829.55,307748,2026-07-27
1785126120,1829.55,1829.82,1829.19,1829.19,275116,2026-07-27
1785126180,1829.0,1829.86,1828.78,1829.57,408163,2026-07-27
1785126240,1829.3,1829.3,1828.38,1828.45,611599,2026-07-27
1785126300,1828.59,1829.42,1828.3,1829.42,314503,2026-07-27
1785126360,1829.8,1830.77,1829.48,1830.77,263991,2026-07-27
1785126420,1830.55,1831.33,1830.21,1831.33,321836,2026-07-27
1785126480,1831.82,1831.82,1829.89,1830.31,307857,2026-07-27
1785126540,1830.31,1831.79,1830.13,1830.75,172238,2026-07-27
1785126600,1830.79,1830.79,1830.79,1830.79,12304,2026-07-27
1785132000,1831.02,1832.32,1829.93,1830.1,2728310,2026-07-27
1785132060,1830.63,1832.96,1830.63,1832.05,1466679,2026-07-27
1785132120,1833.29,1833.29,1831.61,1831.85,795702,2026-07-27
1785132180,1832.43,1835.74,1831.98,1834.92,1195270,2026-07-27
1785132240,1835.84,1836.29,1834.66,1834.78,997170,2026-07-27
1785132300,1834.93,1835.68,1834.63,1834.98,477540,2026-07-27
1785132360,1835.42,1835.47,1834.7,1835.08,902150,2026-07-27
1785132420,1835.01,1835.58,1834.56,1835.43,496021,2026-07-27
1785132480,1835.16,1836.29,1835.16,1836.12,868502,2026-07-27
1785132540,1836.04,1837.2,1836.04,1836.61,766036,2026-07-27
1785132600,1836.62,1837.18,1834.57,1834.57,407753,2026-07-27
1785132660,1834.43,1834.82,1834.08,1834.74,472886,2026-07-27
1785132720,1834.54,1835.88,1834.54,1835.06,520093,2026-07-27
1785132780,1835.13,1836.44,1835.13,1835.37,653902,2026-07-27
1785132840,1835.56,1835.56,1833.63,1834.12,634198,2026-07-27
1785132900,1834.09,1834.96,1833.25,1834.96,503951,2026-07-27
1785132960,1834.18,1834.21,1833.44,1833.94,610703,2026-07-27
1785133020,1834.2,1834.2,1833.44,1833.52,681329,2026-07-27
1785133080,1833.63,1833.63,1832.62,1832.62,1038912,2026-07-27
1785133140,1832.89,1833.3,1831.84,1832.01,1759811,2026-07-27
1785133200,1832.7,1832.7,1829.4,1829.51,2618376,2026-07-27
1785133260,1829.95,1829.95,1828.23,1828.71,2869527,2026-07-27
1785133320,1828.51,1829.05,1828.38,1828.38,1241723,2026-07-27
1785133380,1828.97,1829.47,1828.55,1828.86,932129,2026-07-27
1785133440,1828.83,1829.01,1827.75,1827.75,440334,2026-07-27
