Date,Value
2020-11-20,25527.37
2020-11-24,26165.59
2020-11-25,26296.86
2020-11-26,26537.31
2020-11-27,26644.71
2020-11-30,26433.62
2020-12-01,26787.54
2020-12-02,26800.98
2020-12-03,26809.37
2020-12-04,26751.24
2020-12-07,26547.44
2020-12-08,26467.08
2020-12-09,26817.94
2020-12-10,26756.24
2020-12-11,26652.52
2020-12-14,26732.44
2020-12-15,26687.84
2020-12-16,26757.4
2020-12-17,26806.67
2020-12-18,26763.39
2020-12-21,26714.42
2020-12-22,26436.39
2020-12-23,26524.79
2020-12-24,26668.35
2020-12-25,26656.61
2020-12-28,26854.03
2020-12-29,27568.15
2020-12-30,27444.17
2021-01-04,27258.38
2021-01-05,27158.63
2021-01-06,27055.94
2021-01-07,27490.13
2021-01-08,28139.03
2021-01-12,28164.34
2021-01-13,28456.59
2021-01-14,28698.26
2021-01-15,28519.18
2021-01-18,28242.21
2021-01-19,28633.46
2021-01-20,28523.26
2021-01-21,28756.86
2021-01-22,28631.45
2021-01-25,28822.29
2021-01-26,28546.18
2021-01-27,28635.21
2021-01-28,28197.42
2021-01-29,27663.39
2021-02-01,28091.05
2021-02-02,28362.17
2021-02-03,28646.5
2021-02-04,28341.95
2021-02-05,28779.19
2021-02-08,29388.5
2021-02-09,29505.93
2021-02-10,29562.93
2021-02-12,29520.07
2021-02-15,30084.15
2021-02-16,30467.75
2021-02-17,30292.19
2021-02-18,30236.09
2021-02-19,30017.92
2021-02-22,30156.03
2021-02-24,29671.7
2021-02-25,30168.27
2021-02-26,28966.01
2021-03-01,29663.5
2021-03-02,29408.17
2021-03-03,29559.1
2021-03-04,28930.11
2021-03-05,28864.32
2021-03-08,28743.25
2021-03-09,29027.94
2021-03-10,29036.56
2021-03-11,29211.64
2021-03-12,29717.83
2021-03-15,29766.97
2021-03-16,29921.09
2021-03-17,29914.33
2021-03-18,30216.75
2021-03-19,29792.05
2021-03-22,29174.15
2021-03-23,28995.92
2021-03-24,28405.52
2021-03-25,28729.88
2021-03-26,29176.7
2021-03-29,29384.52
2021-03-30,29432.7
2021-03-31,29178.8
2021-04-01,29388.87
2021-04-02,29854.0
2021-04-05,30089.25
2021-04-06,29696.63
2021-04-07,29730.79
2021-04-08,29708.98
2021-04-09,29768.06
2021-04-12,29538.73
2021-04-13,29751.61
2021-04-14,29620.99
2021-04-15,29642.69
2021-04-16,29683.37
2021-04-19,29685.37
2021-04-20,29100.38
2021-04-21,28508.55
2021-04-22,29188.17
2021-04-23,29020.63
2021-04-26,29126.23
2021-04-27,28991.89
2021-04-28,29053.97
2021-04-30,28812.63
2021-05-06,29331.37
2021-05-07,29357.82
2021-05-10,29518.34
2021-05-11,28608.59
2021-05-12,28147.51
2021-05-13,27448.01
2021-05-14,28084.47
2021-05-17,27824.83
2021-05-18,28406.84
2021-05-19,28044.45
2021-05-20,28098.25
2021-05-21,28317.83
2021-05-24,28364.61
2021-05-25,28553.98
2021-05-26,28642.19
2021-05-27,28549.01
2021-05-28,29149.41
2021-05-31,28860.08
2021-06-01,28814.34
2021-06-02,28946.14
2021-06-03,29058.11
2021-06-04,28941.52
2021-06-07,29019.24
2021-06-08,28963.56
2021-06-09,28860.8
2021-06-10,28958.56
2021-06-11,28948.73
2021-06-14,29161.8
2021-06-15,29441.3
2021-06-16,29291.01
2021-06-17,29018.33
2021-06-18,28964.08
2021-06-21,28010.93
2021-06-22,28884.13
2021-06-23,28874.89
2021-06-24,28875.23
2021-06-25,29066.18
2021-06-28,29048.02
2021-06-29,28812.61
2021-06-30,28791.53
2021-07-01,28707.04
2021-07-02,28783.28
2021-07-05,28598.19
2021-07-06,28643.21
2021-07-07,28366.95
2021-07-08,28118.03
2021-07-09,27940.42
2021-07-12,28569.02
2021-07-13,28718.24
2021-07-14,28608.49
2021-07-15,28279.09
2021-07-16,28003.08
2021-07-19,27652.74
2021-07-20,27388.16
2021-07-21,27548.0
2021-07-26,27833.29
2021-07-27,27970.22
2021-07-28,27581.66
2021-07-29,27782.42
2021-07-30,27283.59
2021-08-02,27781.02
2021-08-03,27641.83
2021-08-04,27584.08
2021-08-05,27728.12
2021-08-06,27820.04
2021-08-10,27888.15
2021-08-11,28070.51
2021-08-12,28015.02
2021-08-13,27977.15
2021-08-16,27523.19
2021-08-17,27424.47
2021-08-18,27585.91
2021-08-19,27281.17
2021-08-20,27013.25
2021-08-23,27494.24
2021-08-24,27732.1
2021-08-25,27724.8
2021-08-26,27742.29
2021-08-27,27641.14
2021-08-30,27789.29
2021-08-31,28089.54
2021-09-01,28451.02
2021-09-02,28543.51
2021-09-03,29128.11
2021-09-06,29659.89
2021-09-07,29916.14
2021-09-08,30181.21
2021-09-09,30008.19
2021-09-10,30381.84
2021-09-13,30447.37
2021-09-14,30670.1
2021-09-15,30511.71
2021-09-16,30323.34
2021-09-17,30500.05
2021-09-21,29839.71
2021-09-22,29639.4
2021-09-24,30248.81
2021-09-27,30240.06
2021-09-28,30183.96
2021-09-29,29544.29
2021-09-30,29452.66
2021-10-01,28771.07
2021-10-04,28444.89
2021-10-05,27822.12
2021-10-06,27528.87
2021-10-07,27678.21
2021-10-08,28048.94
2021-10-11,28498.2
2021-10-12,28230.61
2021-10-13,28140.28
2021-10-14,28550.93
2021-10-15,29068.63
2021-10-18,29025.46
2021-10-19,29215.52
2021-10-20,29255.55
2021-10-21,28708.58
2021-10-22,28804.85
2021-10-25,28600.41
2021-10-26,29106.01
2021-10-27,29098.24
2021-10-28,28820.09
2021-10-29,28892.69
2021-11-01,29647.08
2021-11-02,29520.9
2021-11-04,29794.37
2021-11-05,29611.57
2021-11-08,29507.05
2021-11-09,29285.46
2021-11-10,29106.78
2021-11-11,29277.86
2021-11-12,29609.97
2021-11-15,29776.8
2021-11-16,29808.12
2021-11-17,29688.33
2021-11-18,29598.66
2021-11-19,29745.87
2021-11-22,29774.11
2021-11-24,29302.66
2021-11-25,29499.28
2021-11-26,28751.62
2021-11-29,28283.92
2021-11-30,27821.76
2021-12-01,27935.62
2021-12-02,27753.37
2021-12-03,28029.57
2021-12-06,27927.37
2021-12-07,28455.6
2021-12-08,28860.62
2021-12-09,28725.47
2021-12-10,28437.77
2021-12-13,28640.49
2021-12-14,28432.64
2021-12-15,28459.72
2021-12-16,29066.32
2021-12-17,28545.68
2021-12-20,27937.81
2021-12-21,28517.59
2021-12-22,28562.21
2021-12-23,28798.37
2021-12-24,28782.59
2021-12-27,28676.46
2021-12-28,29069.16
2021-12-29,28906.88
2021-12-30,28791.71
2022-01-04,29301.79
2022-01-05,29332.16
2022-01-06,28487.87
2022-01-07,28478.56
2022-01-11,28222.48
2022-01-12,28765.66
2022-01-13,28489.13
2022-01-14,28124.28
2022-01-17,28333.52
2022-01-18,28257.25
2022-01-19,27467.23
2022-01-20,27772.93
2022-01-21,27522.26
2022-01-24,27588.37
2022-01-25,27131.34
2022-01-26,27011.33
2022-01-27,26170.3
2022-01-28,26717.34
2022-01-31,27001.98
2022-02-01,27078.48
2022-02-02,27533.6
2022-02-03,27241.31
2022-02-04,27439.99
2022-02-07,27248.87
2022-02-08,27284.52
2022-02-09,27579.87
2022-02-10,27696.08
2022-02-14,27079.59
2022-02-15,26865.19
2022-02-16,27460.4
2022-02-17,27232.87
2022-02-18,27122.07
2022-02-21,26910.87
2022-02-22,26449.61
2022-02-24,25970.82
2022-02-25,26476.5
2022-02-28,26526.82
2022-03-01,26844.72
2022-03-02,26393.03
2022-03-03,26577.27
2022-03-04,25985.47
2022-03-07,25221.41
2022-03-08,24790.95
2022-03-09,24717.53
2022-03-10,25690.4
2022-03-11,25162.78
2022-03-14,25307.85
2022-03-15,25346.48
2022-03-16,25762.01
2022-03-17,26652.89
2022-03-18,26827.43
2022-03-22,27224.11
2022-03-23,28040.16
2022-03-24,28110.39
2022-03-25,28149.84
2022-03-28,27943.89
2022-03-29,28252.42
2022-03-30,28027.25
2022-03-31,27821.43
2022-04-01,27665.98
2022-04-04,27736.47
2022-04-05,27787.98
2022-04-06,27350.3
2022-04-07,26888.57
2022-04-08,26985.8
2022-04-11,26821.52
2022-04-12,26334.98
2022-04-13,26843.49
2022-04-14,27172.0
2022-04-15,27093.19
2022-04-18,26799.71
2022-04-19,26985.09
2022-04-20,27217.85
2022-04-21,27553.06
2022-04-22,27105.26
2022-04-25,26590.78
2022-04-26,26700.11
2022-04-27,26386.63
2022-04-28,26847.9
2022-05-02,26818.53
2022-05-06,27003.56
2022-05-09,26319.34
2022-05-10,26167.1
2022-05-11,26213.64
2022-05-12,25748.72
2022-05-13,26427.65
2022-05-16,26547.05
2022-05-17,26659.75
2022-05-18,26911.2
2022-05-19,26402.84
2022-05-20,26739.03
2022-05-23,27001.52
2022-05-24,26748.14
2022-05-25,26677.8
2022-05-26,26604.84
2022-05-27,26781.68
2022-05-30,27369.43
2022-05-31,27279.8
2022-06-01,27457.89
2022-06-02,27413.88
2022-06-03,27761.57
2022-06-06,27915.89
2022-06-07,27943.95
2022-06-08,28234.29
2022-06-09,28246.53
2022-06-10,27824.29
2022-06-13,26987.44
2022-06-14,26629.86
2022-06-15,26326.16
2022-06-16,26431.2
2022-06-17,25963.0
2022-06-20,25771.22
2022-06-21,26246.31
2022-06-22,26149.55
2022-06-23,26171.25
2022-06-24,26491.97
2022-06-27,26871.27
2022-06-28,27049.47
2022-06-29,26804.6
2022-06-30,26393.04
2022-07-01,25935.62
2022-07-04,26153.81
2022-07-05,26423.47
2022-07-06,26107.65
2022-07-07,26490.53
2022-07-08,26517.19
2022-07-11,26812.3
2022-07-12,26336.66
2022-07-13,26478.77
2022-07-14,26643.39
2022-07-15,26788.47
2022-07-19,26961.68
2022-07-20,27680.26
2022-07-21,27803.0
2022-07-22,27914.66
2022-07-25,27699.25
2022-07-26,27655.21
2022-07-27,27715.75
2022-07-28,27815.48
2022-07-29,27801.64
2022-08-01,27993.35
2022-08-02,27594.73
2022-08-03,27741.9
2022-08-04,27932.2
2022-08-05,28175.87
2022-08-08,28249.24
2022-08-09,27999.96
2022-08-10,27819.33
2022-08-12,28546.98
2022-08-15,28871.78
2022-08-16,28868.91
2022-08-17,29222.77
2022-08-18,28942.14
2022-08-19,28930.33
2022-08-22,28794.5
2022-08-23,28452.75
2022-08-24,28313.47
2022-08-25,28479.01
2022-08-26,28641.38
2022-08-29,27878.96
2022-08-30,28195.58
2022-08-31,28091.53
2022-09-01,27661.47
2022-09-02,27650.84
2022-09-05,27619.61
2022-09-06,27626.51
2022-09-07,27430.3
2022-09-08,28065.28
2022-09-09,28214.75
2022-09-12,28542.11
2022-09-13,28614.63
2022-09-14,27818.62
2022-09-15,27875.91
2022-09-16,27567.65
2022-09-20,27688.42
2022-09-21,27313.13
2022-09-22,27153.83
2022-09-26,26431.55
2022-09-27,26571.87
2022-09-28,26173.98
2022-09-29,26422.05
2022-09-30,25937.21
2022-10-03,26215.79
2022-10-04,26992.21
2022-10-05,27120.53
2022-10-06,27311.3
2022-10-07,27116.11
2022-10-11,26401.25
2022-10-12,26396.83
2022-10-13,26237.42
2022-10-14,27090.76
