Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2025-08-14,0,0.0,0,0.0,0,0.0
2025-08-13,0,0.0,0,0.0,0,0.0
2025-08-12,0,0.0,315100,7.178525,-315100,-7.178525
2025-08-08,140000,3.067,0,0.0,140000,3.067
2025-08-07,0,0.0,1700000,36.981625,-1700000,-36.981625
2025-08-06,140000,3.0105,825000,16.973925,-685000,-13.963425
2025-08-05,0,0.0,8709600,179.58917,-8709600,-179.58917
2025-08-04,150000,3.095,5546000,113.984275,-5396000,-110.889275
2025-08-01,0,0.0,1260000,26.716675,-1260000,-26.716675
2025-07-31,0,0.0,5114000,100.856305,-5114000,-100.856305
2025-07-30,0,0.0,3130300,61.92373,-3130300,-61.92373
2025-07-29,0,0.0,0,0.0,0,0.0
2025-07-28,0,0.0,4827000,95.67561,-4827000,-95.67561
2025-07-25,0,0.0,4055000,80.750065,-4055000,-80.750065
2025-07-24,0,0.0,3000000,57.2872,-3000000,-57.2872
2025-07-23,0,0.0,1668000,31.15069,-1668000,-31.15069
2025-07-22,0,0.0,450000,8.3319,-450000,-8.3319
2025-07-18,0,0.0,90000,1.67665,-90000,-1.67665
2025-07-17,0,0.0,346300,6.465965,-346300,-6.465965
2025-05-09,0,0.0,50000,0.9,-50000,-0.9
2025-05-08,0,0.0,250000,4.5175,-250000,-4.5175
2025-05-07,0,0.0,150000,2.6025,-150000,-2.6025
2025-04-25,0,0.0,30000,0.4795,-30000,-0.4795
2025-04-24,0,0.0,10000,0.159,-10000,-0.159
2025-04-23,0,0.0,40000,0.616,-40000,-0.616
2025-04-16,1006300,15.958925,0,0.0,1006300,15.958925
2025-04-15,833500,13.49351,0,0.0,833500,13.49351
2025-04-14,920200,14.955075,0,0.0,920200,14.955075
2025-04-11,1400,0.02177,0,0.0,1400,0.02177
2025-04-08,100000,1.56,45000,0.70575,55000,0.85425
2025-04-03,100000,1.845,350000,6.301765,-250000,-4.456765
2025-03-28,100000,1.93,0,0.0,100000,1.93
2025-03-24,50000,0.965,0,0.0,50000,0.965
2025-03-21,100000,1.955,0,0.0,100000,1.955
2025-03-20,1050000,20.62425,0,0.0,1050000,20.62425
2025-03-19,1012600,20.10498,5000,0.099765,1007600,20.005215
2025-03-18,1171900,23.298845,60000,1.19825,1111900,22.100595
2025-03-14,50000,0.95,0,0.0,50000,0.95
2025-03-11,30000,0.582,0,0.0,30000,0.582
2025-03-06,1100,0.022055,0,0.0,1100,0.022055
2025-03-05,18900,0.378945,50000,1.0175,-31100,-0.638555
2025-02-26,100000,2.0375,0,0.0,100000,2.0375
2025-02-18,407400,8.17372,0,0.0,407400,8.17372
2025-02-17,550100,11.04845,0,0.0,550100,11.04845
2025-02-13,50000,0.9925,0,0.0,50000,0.9925
2025-02-04,495000,10.2955,0,0.0,495000,10.2955
2025-02-03,151900,3.08434,0,0.0,151900,3.08434
2025-01-24,1015000,20.62758,0,0.0,1015000,20.62758
2025-01-22,856500,17.56625,0,0.0,856500,17.56625
2025-01-20,150000,3.17297,150000,3.1575,0,0.01547
2025-01-17,0,0.0,50000,1.08,-50000,-1.08
