Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2025-10-08,31700,1.94383,23100,1.41157,8600,0.53226
2025-10-07,24000,1.4607,5900,0.35879,18100,1.10191
2025-10-06,46500,2.83058,27500,1.66678,19000,1.1638
2025-10-03,59200,3.56674,0,0.0,59200,3.56674
2025-10-02,9600,0.5817,12300,0.74409,-2700,-0.16239
2025-10-01,25200,1.53114,19100,1.15871,6100,0.37243
2025-09-30,7500,0.45515,29600,1.80731,-22100,-1.35216
2025-09-29,19500,1.20498,20500,1.26294,-1000,-0.05796
2025-09-26,11100,0.68553,30200,1.86503,-19100,-1.1795
2025-09-25,5700,0.35382,10600,0.65756,-4900,-0.30374
2025-09-24,18900,1.16421,37200,2.28294,-18300,-1.11873
2025-09-23,3500,0.21599,23000,1.41897,-19500,-1.20298
2025-09-22,33800,2.08627,4500,0.27983,29300,1.80644
