Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2025-12-12,408600,11.868535,123300,3.570405,285300,8.29813
2025-12-11,1129502,33.121485,151755,4.41932,977747,28.702165
2025-12-10,452800,13.16274,280800,8.160195,172000,5.002545
2025-12-09,1201800,34.727495,106300,3.093145,1095500,31.63435
2025-12-08,640216,18.89837,1891338,56.79382,-1251122,-37.89545
2025-12-05,2223804,72.10935,44322,1.44075,2179482,70.6686
2025-12-04,2537401,83.53012,88430,2.89034,2448971,80.63978
2025-12-03,1062908,34.486135,117540,3.790305,945368,30.69583
2025-12-02,1039104,33.558,71519,2.291855,967585,31.266145
2025-12-01,64100,2.080565,98613,3.223032,-34513,-1.142467
2025-11-28,40100,1.3229,115600,3.814525,-75500,-2.491625
2025-11-27,23800,0.800275,61902,2.078528,-38102,-1.278253
2025-11-26,185700,6.23421,20449,0.694844,165251,5.539366
2025-11-25,125300,4.14327,81610,2.72136,43690,1.42191
2025-11-24,220819,7.601445,41460,1.410233,179359,6.191212
2025-11-21,105400,3.60944,114510,3.925279,-9110,-0.315839
2025-11-20,60100,2.082605,125900,4.358525,-65800,-2.27592
2025-11-19,93300,3.26442,140004,4.917372,-46704,-1.652952
2025-11-18,57800,2.05289,203210,7.21094,-145410,-5.15805
2025-11-17,83234,2.91558,182707,6.39414,-99473,-3.47856
2025-11-14,70700,2.472955,53201,1.859858,17499,0.613097
2025-11-13,198200,6.9387,161502,5.659371,36698,1.279329
2025-11-11,175600,6.01526,431117,14.780846,-255517,-8.765586
2025-11-10,231801,7.68615,97131,3.30008,134670,4.38607
2025-11-07,187500,6.30949,104400,3.531525,83100,2.777965
2025-11-06,146800,5.06914,180600,6.252265,-33800,-1.183125
2025-11-05,74200,2.59885,173800,6.092925,-99600,-3.494075
2025-11-04,483213,6.98595,10247393,25.653275,-9764180,-18.667325
2025-11-03,373800,12.632,127340,4.257221,246460,8.374779
2025-10-31,608800,21.033185,87504,0.00013,521296,21.033055
2025-10-30,11900397801,13.97043,127533,0.0,11900270268,13.97043
2025-10-29,52717,1.89448,195667,7.003775,-142950,-5.109295
2025-10-28,240601,8.420525,132432,4.654995,108169,3.76553
2025-10-27,85000,3.018045,544600,19.37115,-459600,-16.353105
2025-10-24,438500,15.831215,226400,8.18803,212100,7.643185
2025-10-23,370102,14.09916,231272,8.69669,138830,5.40247
2025-10-22,181000,6.862925,508301,19.301061,-327301,-12.438136
2025-10-21,288904,11.004335,493441,18.7964,-204537,-7.792065
2025-10-20,396403,15.90194,15414,0.61545,380989,15.28649
2025-10-17,118000,4.88396,249901,10.344519,-131901,-5.460559
2025-10-16,157304,6.521935,388254,16.069545,-230950,-9.54761
2025-10-15,191500,7.889285,343802,14.213046,-152302,-6.323761
2025-10-14,393605,16.67961,839893,35.03073,-446288,-18.35112
2025-10-13,467100,19.2708,446401,18.208273,20699,1.062527
2025-10-10,532300,21.795975,469000,19.25313,63300,2.542845
2025-10-09,136100,5.54323,656500,26.828625,-520400,-21.285395
2025-10-08,229200,9.439825,1164700,48.02439,-935500,-38.584565
2025-10-07,173200,7.082315,366300,14.98763,-193100,-7.905315
2025-10-06,252202,9.772415,408970,16.310605,-156768,-6.53819
2025-10-03,468800,17.668665,3800,0.1444,465000,17.524265
2025-10-02,292200,11.1782,153000,5.89497,139200,5.28323
2025-10-01,231800,8.9577,216204,8.361839,15596,0.595861
2025-09-30,214200,8.182835,362201,13.76305,-148001,-5.580215
2025-09-29,375500,14.137425,358300,13.49963,17200,0.637795
2025-09-26,166100,6.36373,259700,9.99584,-93600,-3.63211
2025-09-25,108900,4.26269,1593900,62.61124,-1485000,-58.34855
2025-09-24,136100,5.36174,471801,18.456362,-335701,-13.094622
2025-09-23,117300,4.638035,238601,9.471897,-121301,-4.833862
2025-09-22,199700,7.928345,86402,3.486805,113298,4.44154
2025-09-19,144800,5.91045,93100,3.803045,51700,2.107405
2025-09-18,299900,12.274725,180500,7.350915,119400,4.92381
2025-09-17,245700,10.03687,425900,17.53481,-180200,-7.49794
2025-09-16,627500,26.514,613902,26.049919,13598,0.464081
2025-09-15,1137600,47.886005,173103,7.317017,964497,40.568988
2025-09-12,179400,7.577335,541801,22.954925,-362401,-15.37759
2025-09-11,726300,29.800855,467302,19.053814,258998,10.747041
