Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2025-10-24,1369102,22.413025,731331,11.95256,637771,10.460465
2025-10-23,1538805,25.820885,848678,14.24348,690127,11.577405
2025-10-22,718100,11.95407,1754501,29.227341,-1036401,-17.273271
2025-10-21,1597100,26.501825,1152300,19.396365,444800,7.10546
2025-10-20,1114700,19.54396,577800,9.912495,536900,9.631465
2025-10-17,763000,13.7835,1223600,22.07642,-460600,-8.29292
2025-10-16,815500,14.795305,1118800,20.267865,-303300,-5.47256
2025-10-15,1576800,28.76064,2125300,38.8635,-548500,-10.10286
2025-10-14,1885800,33.85903,1229800,22.09501,656000,11.76402
2025-10-13,1521300,27.337085,1100800,19.72019,420500,7.616895
2025-10-10,1047400142500,188237802.74732998,1287300138700,231585002.64964998,-239899996200,-43347199.90232
2025-10-09,5200600,93.30675,3506930,62.865588,1693670,30.441162
2025-10-08,2147700,36.95942,522300,9.039555,1625400,27.919865
2025-10-07,835400,65.219075,3752948,11.269461,-2917548,53.949614
2025-10-06,2146400,25.69831,11954400,22.14265,-9808000,3.55566
2025-10-03,1279500,134.64791,7582000,11.5269,-6302500,123.12101
2025-10-02,3807200,64.689195,794700,13.49354,3012500,51.195655
2025-10-01,589200,9.98931,886400,15.008965,-297200,-5.019655
2025-09-30,846300,14.05364,671302,11.274031,174998,2.779609
2025-09-29,3884500,62.74088,516200,8.803605,3368300,53.937275
2025-09-26,644800,11.01538,776400,13.33297,-131600,-2.31759
2025-09-25,4232800,68.98117,3473802,64.206717,758998,4.774453
2025-09-24,1643100,27.46994,1325103,22.419688,317997,5.050252
2025-09-23,406800,6.99702,4314001,79.297486,-3907201,-72.300466
2025-09-22,2384900,41.399445,367401,6.422972,2017499,34.976473
2025-09-19,4033200,67.618345,146700,2.60279,3886500,65.015555
2025-09-18,2507000,42.82036,619102,11.062849,1887898,31.757511
2025-09-17,417800,7.51578,4225102,81.263089,-3807302,-73.747309
2025-09-16,726800,12.957445,2730104,50.835526,-2003304,-37.878081
2025-09-15,549500,9.61692,534800,9.39475,14700,0.22217
2025-09-12,395400,6.976015,577304,10.176768,-181904,-3.200753
2025-09-11,6156900,108.549115,943601,16.477597,5213299,92.071518
