Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2025-09-24,809100,23.070095,277700,7.81869,531400,15.251405
2025-09-23,140800,4.02516,770100,21.92173,-629300,-17.89657
2025-09-22,244300,7.145345,1032600,29.817715,-788300,-22.67237
2025-09-19,375300,11.306375,254500,7.534085,120800,3.77229
2025-09-18,899700,27.737925,667800,20.39096,231900,7.346965
2025-09-17,939100,28.85965,264600,8.111925,674500,20.747725
2025-09-16,87100,2.68555,644300,19.78363,-557200,-17.09808
2025-09-15,108800,3.34211,158200,4.853425,-49400,-1.511315
2025-09-12,204700,6.330665,302900,9.344845,-98200,-3.01418
2025-09-11,808000,25.07145,1001700,30.9094,-193700,-5.83795
