Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2025-10-30,525900,8833515.21139,826600133316,4.484375,-826599607416,8833510.727015
2025-10-29,41900,0.746835,69500,1.23487,-27600,-0.488035
2025-10-28,144500,2.53806,82800,1.451295,61700,1.086765
2025-10-27,75200,1.338645,357100,6.2814,-281900,-4.942755
2025-10-24,161500,2.89344,220700,3.951295,-59200,-1.057855
2025-10-23,122700,2.209035,57000,1.02182,65700,1.187215
2025-10-22,76300,1.3864,309400,5.620555,-233100,-4.234155
2025-10-21,467500,8.506425,141100,2.54226,326400,5.964165
2025-10-20,113600,2.10041,675700,11.974975,-562100,-9.874565
2025-10-17,90900,1.708515,191200,3.54281,-100300,-1.834295
2025-10-16,75900,1.43956,417900,7.8811,-342000,-6.44154
2025-10-15,96400,1.856725,132600,2.529375,-36200,-0.67265
2025-10-14,153200,2.951575,101200,1.95945,52000,0.992125
2025-10-13,202400,3.916995,132600,2.540155,69800,1.37684
2025-10-09,50200,0.96645,241000,4.608975,-190800,-3.642525
2025-10-08,51500,0.9965,126000,2.42291,-74500,-1.42641
2025-10-07,69500,1.357325,182300,3.504035,-112800,-2.14671
2025-10-06,317100,6.177125,111500,2.145575,205600,4.03155
2025-10-03,247800,4.761955,100000,1.9,147800,2.861955
2025-10-02,136800,2.64757,116800,2.250855,20000,0.396715
2025-10-01,106200,2.049005,153000,2.95534,-46800,-0.906335
2025-09-30,56100,1.07518,205800,3.95488,-149700,-2.8797
2025-09-29,119700,2.304445,168500,3.25505,-48800,-0.950605
2025-09-26,63600,1.24194,208600,4.057625,-145000,-2.815685
2025-09-25,39900,0.780925,126900,2.471225,-87000,-1.6903
2025-09-24,239600,4.72465,95000,1.820605,144600,2.904045
2025-09-23,57600,1.11961,101200,1.956435,-43600,-0.836825
2025-09-22,139200,2.712625,229900,4.44482,-90700,-1.732195
2025-09-19,75100,1.496525,36900,0.72861,38200,0.767915
2025-09-18,83100,1.6506,141400,2.80962,-58300,-1.15902
2025-09-17,273900,5.490405,86700,1.728335,187200,3.76207
2025-09-16,264000,5.25717,340800,6.76121,-76800,-1.50404
2025-09-15,193000,3.816555,67100,1.3218,125900,2.494755
